Word,Polarity,Intensity,SubjectivityType,SubjectivityPolarity
로;보인;다,NEUT,Medium,Argument,POS
로;선정;되,POS,Medium,Judgment,POS
로;송수;신,POS,Medium,Judgment,POS
로;실천;을,COMP,Medium,Argument,POS
로;아이;마음,NEG,Medium,Judgment,NEG
로이;어;지,POS,Medium,Judgment,POS
로;임;하,POS,Medium,Judgment,POS
로;점점;고립,NEG,Medium,Argument,POS
로;정착;시키,POS,Medium,Intention,POS
로;짜;이,POS,Medium,Judgment,POS
로치;자;면,NONE,None,Others,POS
로;확인;이,NEG,Medium,Argument,POS
로서;의;비극,NEG,Low,Judgment,NEG
롭;게;철학,POS,Medium,Argument,POS
롭;게;풀어지,POS,High,Judgment,POS
률;을;낮추,NEG,Medium,Argument,POS
를;거의;거치,NEG,Medium,Judgment,NEG
를;격려;하,POS,Medium,Argument,POS
를;계기;로,POS,Medium,Argument,POS
를;계속;하,COMP,Medium,Argument,COMP
를;고객;들,POS,Medium,Argument,POS
를;고양시;키,POS,High,Judgment,POS
를;국민;에게,COMP,Medium,Argument,POS
를;꺼내;어,COMP,Medium,Agreement,POS
를끈;끈;하,NEG,Medium,Argument,POS
를;나;의,POS,Medium,Argument,POS
를;내;걸,POS,Medium,Argument,POS
를;넘기;고,POS,Medium,Argument,POS
를;넘어서;었,POS,Low,Argument,POS
를;다;바치,POS,Medium,Argument,POS
를;달구;는,POS,Medium,Judgment,POS
를;담도;록,NEUT,Low,Argument,POS
를;당국;에,NEG,Medium,Judgment,NEG
를;더;하,POS,Medium,Judgment,POS
를;더욱;강화,NEG,Medium,Judgment,NEG
를;들어;야,NEG,Medium,Argument,POS
를;듬뿍;안,POS,High,Judgment,POS
를;떠나도;록,COMP,Medium,Argument,POS
를;만;지,NEG,Medium,Argument,POS
를;무덤;에서,POS,Medium,Judgment,POS
를;밀어;내,NEG,Medium,Argument,POS
를;바랍;니다,POS,Medium,Argument,POS
를;밝히;고,COMP,Medium,Argument,POS
를;본격;화,POS,Low,Judgment,POS
를;부르;어,NEUT,Low,Argument,POS
를;상징;하,POS,Medium,Intention,POS
를;아예;거부,NEG,High,Agreement,NEG
를;양;어깨,POS,High,Judgment,POS
를;연발;하,POS,Medium,Emotion,POS
를;옹호;하,NEG,Medium,Judgment,NEG
를;완비;하,POS,Medium,Judgment,POS
를;이;해하,NEG,Medium,Argument,POS
를;읽다;가,NEUT,Low,Argument,POS
를;자;아내,POS,Medium,Judgment,POS
를;자아;내기,POS,Medium,Judgment,POS
를;잡아;가,POS,Medium,Judgment,POS
를;재현;하,POS,Medium,Judgment,POS
를;제공;하,POS,Medium,Judgment,POS
를;차지;하,POS,Medium,Judgment,POS
를;촉망;받,POS,Medium,Judgment,POS
를탕;감;하,POS,Medium,Judgment,POS
를;풀어;야,POS,Medium,Argument,POS
를;피하;아,POS,Medium,Judgment,POS
를;한층;높이,POS,Medium,Emotion,POS
리;는;없,NONE,None,Others,POS
리란;생각;이,POS,High,Argument,POS
마감;에;어쩌,NEG,Medium,Argument,POS
마냥;허구;이,POS,Medium,Judgment,POS
마다;돌아;앉,NEG,Medium,Argument,POS
마다;돌아;앉아,NEG,Medium,Argument,POS
마다;에;묻,POS,Medium,Judgment,POS
마당;에;참여,POS,Medium,Argument,POS
마리산;의;정기,POS,High,Judgment,POS
마비;되;고,NEUT,Medium,Argument,POS
마음;에;고통,NEG,Medium,Judgment,NEG
마음;에;있,POS,Medium,Judgment,POS
마음;을;끝,POS,Medium,Argument,POS
마음;을;나누,COMP,Medium,Agreement,POS
마음;을;닫,NEG,High,Emotion,NEG
마음;을;이야기,POS,Medium,Judgment,POS
마음;의;고향,POS,Medium,Judgment,POS
마음;의;여백,POS,Medium,Argument,POS
마음;이;상쾌,POS,Medium,Emotion,POS
마음;이;환하,POS,Medium,Judgment,POS
마음껏;울;시,POS,Medium,Argument,POS
마음먹;고;있,NEUT,Low,Argument,POS
마저;나;돌,NEG,Medium,Judgment,NEG
마지막;기회;이,POS,Medium,Judgment,POS
막;을;올리,POS,Medium,Judgment,POS
막;막;하,NEG,Medium,Argument,POS
만나;오;면,NEG,Medium,Argument,POS
만;먹으;려고,NEG,Medium,Argument,POS
만;벗어;나,POS,Medium,Argument,POS
만;보인;다,NEG,Medium,Argument,POS
만;빠지;면,NEG,Medium,Argument,POS
만;아;니,NONE,None,Judgment,POS
만;아;니라,NONE,None,Judgment,POS
만;전념;하,POS,Medium,Judgment,POS
만;하;아도,NEUT,Low,Argument,POS
만;여;달러,POS,Medium,Judgment,POS
만능;조;리기,POS,Medium,Judgment,POS
만들;는;것,POS,Medium,Argument,POS
만들;시;고,NEG,Medium,Argument,POS
만들어;야;겠,POS,Low,Argument,POS
만물;이;공존,POS,Medium,Argument,POS
만큼;낙천;적,COMP,Medium,Judgment,COMP
만큼;인상;적,POS,High,Judgment,POS
만화;계;에서,POS,Medium,Judgment,POS
만화;계;최대,POS,Medium,Judgment,POS
만화;판;의,POS,Medium,Judgment,POS
많이;관여;하,NEUT,Low,Argument,POS
많이;몰리;는,POS,Medium,Argument,POS
많이;발생;하,NEG,Low,Judgment,NEG
많이;생기;고,NEG,Medium,Argument,POS
많;이;하,NEUT,Low,Argument,POS
많이;한;다,POS,Low,Argument,POS
말;도;꺼내,NEG,Medium,Intention,NEG
말;은;잘,NEG,Medium,Argument,POS
말;이;물음표,NEG,Medium,Judgment,NEG
말;이통;하,NEG,High,Judgment,NEG
말;하;아,NONE,None,Others,POS
말;아야;하,POS,Medium,Judgment,POS
말문;을;닫,NEG,Medium,Judgment,NEG
말씀;을;떠오르,POS,Medium,Judgment,POS
말씀;의;세계,POS,Medium,Argument,POS
망동;을;저지르,NEG,High,Judgment,NEG
매우;중;요,POS,High,Judgment,POS
매우;착실;하,POS,High,Judgment,POS
매일;같이;붓,NEG,Low,Argument,POS
맥;이;끊기,NEG,Medium,Judgment,NEG
머리;가;아프,NEUT,Medium,Argument,POS
머리;도;깎,NEG,Low,Argument,POS
머리;를;짧,NEG,Low,Argument,POS
머리;에;두르,POS,Low,Argument,POS
머리;짧으;면,NEG,Low,Argument,POS
머뭇;거리;게,NEG,Medium,Judgment,NEG
먹으;려고;까맣,NEG,Medium,Argument,POS
먹;을;것,NEUT,Low,Judgment,POS
먹자;니;몹시,NEG,Medium,Argument,POS
먼저;밤낮;을,NEG,Medium,Argument,POS
먼저;배달;나가,POS,Medium,Argument,POS
멀;게;느끼,NEG,Low,Emotion,NEG
메시지;를;가지,POS,Medium,Argument,POS
며;거울;이,POS,Medium,Argument,POS
며;심화;시키,POS,Medium,Argument,POS
며;주전자;들,POS,Medium,Argument,POS
며;지나치;게,NEG,Medium,Argument,POS
며;희생;자,NEG,Medium,Judgment,NEG
면;가장;크,NEG,Medium,Argument,POS
면;고개;를,NEG,Medium,Argument,POS
면;마음껏;울,POS,Medium,Argument,POS
면모;든;것,POS,High,Judgment,POS
면;사정;이,POS,Medium,Argument,POS
면;실패;자,NEG,Low,Argument,POS
면;어둠;은,POS,Medium,Judgment,POS
면;엄마;처럼,NEG,Medium,Argument,POS
면;여유;가,POS,Medium,Argument,POS
면;저절로;생기,POS,Medium,Argument,POS
면;절대;나아가,POS,High,Judgment,POS
면;절로;신,POS,Medium,Argument,POS
면;이;많,POS,Low,Judgment,POS
면모;는;별반,POS,Low,Judgment,POS
면서;도;현란,POS,High,Judgment,POS
면서;만;화판,POS,Medium,Judgment,POS
면서;비행;기안,NEUT,Low,Argument,POS
면허;를;가지,POS,Low,Argument,POS
명;에;그치,NEG,Medium,Judgment,NEG
명;이;해외,NEUT,Low,Argument,POS
명성;을;얻,POS,Medium,Judgment,POS
명실;공;히,POS,High,Judgment,POS
명예;를;안,NEG,Medium,Judgment,NEG
모두;그러;어,NEG,Medium,Argument,POS
모;두발;벗,POS,Medium,Intention,POS
모두;쵸티;오빠,POS,Medium,Argument,POS
모두;남쪽;으로,NEUT,Low,Argument,POS
모든;것;이,POS,High,Judgment,POS
모든;달력;공장,NEG,Medium,Argument,POS
모든;아버지;공장장,NEG,Medium,Argument,POS
모든;아이;들,POS,Medium,Judgment,POS
모른;다는;불안감,NEG,Medium,Judgment,NEG
모습;으로;나타나,POS,Medium,Judgment,POS
모습;을;보이,NEG,Medium,Argument,POS
모으;아;지,POS,Medium,Emotion,POS
모으;아;하,POS,High,Intention,POS
모으;았;습니다,POS,Medium,Argument,POS
모자라;아;고통,NEG,Medium,Judgment,NEG
모집;인원;의,POS,High,Judgment,POS
목;을;놓,POS,Medium,Emotion,NEG
목소리;가;높,NEUT,Medium,Emotion,NEUT
목소리;높이;기,POS,Medium,Judgment,POS
목소리;도;높,NEG,High,Emotion,NEG
목소리;를;내,POS,Medium,Agreement,POS
목숨;을;앗,NEG,High,Judgment,NEG
목숨;을;잃,NEG,Medium,Judgment,NEG
몰리;는;곳,POS,Medium,Argument,POS
몸;에;대하,NEG,Low,Judgment,NEG
몸;에;맞,POS,Medium,Judgment,POS
몸;으로;숨,NEG,Medium,Emotion,NEG
몸;장난;을,POS,Medium,Emotion,POS
몸살;을;앓,POS,Medium,Argument,POS
몹시;쓰;군,NEG,Medium,Argument,POS
못;하겠;습니까,POS,Medium,Intention,POS
못;하고;싸움,NEG,Medium,Judgment,NEG
못;한;것,NEG,Medium,Argument,POS
못;한;채,NEG,Medium,Argument,POS
못;한;다,NEG,Low,Judgment,NEG
못;하다;고,NEG,Medium,Argument,POS
못;하다;는,NEG,Medium,Argument,POS
못;하도;록,NEG,Medium,Argument,POS
못;할;이유,POS,High,Argument,POS
몽골;의;광활,POS,Medium,Intention,POS
무겁;어;보이,POS,High,Judgment,POS
무늬;로;가장,NEG,High,Judgment,NEG
무대;를;달구,POS,Medium,Judgment,POS
무대;를;이끌,POS,Low,Judgment,POS
무대;활;성,POS,Low,Judgment,POS
무리;가;없,POS,Medium,Judgment,POS
무슨;말;이,NEG,Low,Argument,POS
무슨;이야기;를,NEUT,Low,Argument,POS
무엇;보다;요구,POS,High,Judgment,POS
무엇;을;사랑,COMP,Medium,Speculation,POS
무엇;을;하,POS,Medium,Argument,POS
무엇;이;성공,COMP,Medium,Argument,POS
무용;행사;이,POS,Medium,Judgment,POS
무척;냉소;적,NEG,Medium,Judgment,NEG
무효;결정;을,NEG,Medium,Judgment,NEG
문;들;투성이,NEUT,Medium,Argument,POS
문;이;있,NEG,Low,Judgment,NEG
문제;가;아니,NEG,Low,Judgment,NEG
문제;가;많,NEG,High,Judgment,NEG
문제;가;없,POS,Medium,Judgment,POS
문제;도;발견,POS,Medium,Judgment,POS
문제;들;이,NEG,Medium,Argument,POS
문제;로;떠오르,NEG,Medium,Judgment,NEG
문제;를;제기,NEG,Medium,Argument,POS
문제;의식;이,POS,Medium,Judgment,POS
문제;의식;조차,NEG,High,Judgment,NEG
문제점;을;내포,NEG,Medium,Judgment,NEG
문제점;을;절감,NEG,Medium,Judgment,NEG
문;지르;며,NEG,Medium,Argument,POS
문턱;을;낮추,POS,Medium,Judgment,POS
문화;의;경험,POS,Low,Argument,POS
문화;의;다양,POS,Medium,Judgment,POS
문화;의;단절,NEG,Medium,Argument,POS
문화;적;부가,POS,Medium,Judgment,POS
문화;진보;에,POS,Medium,Judgment,POS
문화;판;을,NEG,Medium,Judgment,NEG
문화재;사랑;은,POS,Medium,Argument,POS
묻;고정;들,NEG,Medium,Argument,POS
묻;어;나,NEUT,Medium,Judgment,NEUT
물;로;선정,POS,Medium,Judgment,POS
물;에;빠지,NEG,Low,Judgment,NEG
물;한;동이,NEG,High,Argument,POS
물건;을;내놓,POS,Medium,Judgment,POS
물건;이;뭐,POS,Low,Argument,POS
물론;안;하,NEG,Low,Argument,POS
물살;을;타,POS,Low,Judgment,POS
물음표;없이;대중,NEG,Medium,Judgment,NEG
물질;이;용법,POS,Low,Argument,POS
물체;가;둘,NEUT,Medium,Argument,POS
뭐;가;있,POS,Low,Argument,POS
뭐;대;단,POS,Medium,Argument,POS
므;로;규정,POS,Medium,Argument,POS
미;법원;편견,NEG,Medium,Argument,POS
미국;도;경제,POS,Medium,Argument,POS
미국;보다;높,POS,Medium,Judgment,POS
미국;에서;영화,NEUT,Low,Argument,POS
미국;은;밖,NEG,Medium,Argument,POS
미군;성희롱;사건,NEG,High,Judgment,NEG
미끄럼;방지;처리,NEG,Medium,Judgment,NEG
미끼;가;바늘,NEG,Medium,Judgment,NEG
미디어;에서;떠들,NEG,Medium,Judgment,NEG
미래;는;저지르,POS,Medium,Argument,POS
미래;의;세대,POS,Medium,Judgment,POS
미만;의;관객,NEG,Medium,Judgment,NEG
미술;인들;이,COMP,Medium,Argument,POS
미제;놈;들,NEG,Medium,Argument,POS
미지수;로;보이,NEG,Medium,Speculation,POS
미치;고;싶,POS,Medium,Argument,POS
미화원;이;되,POS,Medium,Argument,POS
민법;과;모순,NEG,Medium,Argument,POS
민속;품;을,POS,Medium,Judgment,POS
민족;의;삶,NEG,Medium,Judgment,NEG
민족;의;영산,POS,Medium,Judgment,POS
민중;적;관점,COMP,Medium,Judgment,COMP
믿;을;수,NEG,Medium,Argument,POS
믿지;못;하,NEG,Medium,Judgment,NEG
밀고;하;아,NEG,Medium,Judgment,NEG
밀어;내;는,NEG,Medium,Argument,POS
밑;에서;자라,NEG,Medium,Judgment,NEG
바꾸려;는;움직임,POS,Medium,Judgment,POS
바느질;을;하,NEUT,Low,Argument,POS
바늘;에;달리,NEG,Medium,Judgment,NEG
바닥;에;깔리,POS,Medium,Argument,POS
바람;직;스럽,NEG,High,Judgment,NEG
바람;직;스럽지,NEG,High,Judgment,NEG
바로;그;순간,POS,Medium,Argument,POS
바로;너희;들,NEG,Medium,Argument,POS
바로;지금;이용,POS,Medium,Judgment,POS
바짓가랑이;에;흙탕물,NEG,High,Argument,POS
박수;와;환호,POS,Medium,Judgment,POS
박;시;시,NEG,Medium,Judgment,NEG
박;장;대소,POS,Medium,Emotion,POS
박;장대;소하,POS,Medium,Emotion,POS
박테리아;와;따로,NEUT,Medium,Argument,POS
밖;에서;보,NEG,Medium,Argument,POS
반;사회;적,NEG,High,Judgment,NEG
반대;를;하,NEG,High,Judgment,NEG
반대;의사;를,NEG,Medium,Agreement,NEG
반대편;에;있,NEG,Medium,Judgment,NEG
반드시;비;반복,NEUT,Medium,Argument,POS
반드시;혈액;검사,NEG,Medium,Argument,POS
반복;은;금물,NEG,High,Argument,POS
반복;적;이,NEUT,Medium,Argument,POS
반응;이;좋,POS,Medium,Argument,POS
받는;다면;폐렴,POS,Low,Argument,POS
받;을;가능,NEG,Medium,Judgment,NEG
받;을;수,NEG,Medium,Argument,POS
받;을;필요,POS,Low,Judgment,POS
받지;못;하,NEG,Medium,Judgment,NEG
발생;이;매우,POS,High,Judgment,POS
밤;에;갑자기,NEUT,Medium,Argument,POS
밤;을;보내,COMP,Medium,Judgment,COMP
밤;이;새,POS,High,Emotion,POS
밤낮;을;만들,NEG,Medium,Argument,POS
밥;을;먹,NEG,Low,Argument,POS
밥;한술;이,NEG,None,Judgment,NEG
방법;을;가르치,NEG,Medium,Judgment,NEG
방지;처리;를,NEG,Medium,Judgment,NEG
방침;이나;오,POS,Medium,Intention,POS
배;가까이;초과,NEG,Low,Judgment,NEG
배;로;들,NEG,Medium,Judgment,NEG
배;를;넘어서,POS,High,Judgment,POS
배;아프;아,NEG,Medium,Argument,POS
배정;도;비싸,NEG,Low,Judgment,NEG
배;혹은;수십,POS,High,Judgment,POS
배;감독;과,POS,Low,Argument,POS
배;감독;이,NEUT,Low,Argument,POS
배달;나갈;게요,POS,Medium,Argument,POS
배상;을;청구,NEG,High,Judgment,NEG
배우;들;의,POS,Medium,Judgment,POS
배창호;감독;의,NEG,Low,Argument,POS
배;치;되,NEG,Medium,Judgment,NEG
배타;적;이,POS,Medium,Judgment,POS
백;가지;가,NEG,Low,Argument,POS
백가;지;단점,NEG,High,Judgment,NEG
백;명;에,NEG,High,Judgment,NEG
백;여;만,POS,High,Judgment,POS
백만;대;를,POS,Low,Argument,POS
백만;명;이,NEUT,Low,Argument,POS
백일하;에;드러내,NEG,Medium,Judgment,NEG
백화점;등;사람,POS,Medium,Argument,POS
버리;고;양심,NEG,Medium,Argument,POS
버림;받;을까,NEG,Medium,Argument,POS
버팅;기;게,POS,Medium,Argument,POS
번;구설수;가,NEG,High,Judgment,NEG
번;다시;없,NEG,High,Judgment,NEG
번;도;없,NEG,Medium,Argument,POS
번;돌더;라도,POS,High,Judgment,POS
번;이상;가,NEUT,Medium,Argument,POS
번;제대로;보,NEG,Medium,Argument,POS
번;중고;등산,POS,Medium,Argument,POS
번;식;하,POS,Medium,Argument,POS
번호;에;스스로,POS,Medium,Judgment,POS
벌어진;듯;기,POS,Medium,Judgment,POS
범인;으로;단정,NEG,Medium,Judgment,NEG
범죄;를;일으키,NEG,High,Judgment,NEG
법;위반;혐의,NEG,None,Judgment,NEG
법원;편견;이,NEG,Medium,Argument,POS
벗;이;었,POS,Medium,Argument,POS
벗고;나;서,POS,Medium,Intention,POS
벗어;나;지,POS,Medium,Argument,POS
벽;을;깨,POS,Low,Argument,POS
벽;이;허물,POS,Medium,Judgment,POS
벽두;가;그리,NEG,Medium,Judgment,NEG
벽화;를;재현,POS,Medium,Judgment,POS
변조;가;성행,NEG,Medium,Judgment,NEG
변호;사법;위반,NEG,None,Judgment,NEG
변화;가;생기,NEG,Low,Argument,POS
변화;에;적응력,NEG,Medium,Judgment,NEG
별;과;함께,POS,Medium,Judgment,POS
별도;의;연기,POS,Medium,Argument,POS
별빛;이;쏟아지,POS,Medium,Judgment,POS
병;에;걸리,NEG,Medium,Judgment,NEG
병;은;벌,POS,Low,Judgment,POS
보면;실패;자,NEG,Low,Argument,POS
보아;야;하,POS,Medium,Intention,POS
보자;고;의견,POS,Medium,Argument,POS
보건;요원;들,POS,Low,Argument,POS
보다;그동안;연구,POS,Medium,Argument,POS
보다;더;인간,POS,High,Judgment,POS
보다;더;활짝,POS,Low,Argument,POS
보다;뜨겁;었,POS,Medium,Argument,POS
보다;마음;의,POS,Medium,Argument,POS
보;다소;중,POS,High,Emotion,POS
보다;오히려;훨씬,POS,Medium,Judgment,POS
보다;자극;성,POS,Medium,Judgment,POS
보다;조직;적,POS,Medium,Judgment,POS
보람;도;느끼,POS,Medium,Argument,POS
보복;협박;을,NEG,Medium,Argument,POS
보상;을;받,NEG,Low,Argument,POS
보습;에;도움,POS,Medium,Judgment,POS
보인;다;든지,NEUT,Medium,Argument,POS
보이;면;엄마,NEG,Medium,Argument,POS
복식;관;과,NEG,Low,Judgment,NEG
본;따리;어,NEG,High,Argument,POS
본격;적;으로,POS,Medium,Judgment,POS
봉투;로;도,NEG,High,Argument,POS
부담;이;되,NEG,Medium,Judgment,NEG
부담;이;거의,POS,Medium,Judgment,POS
부담;이과;중,NEG,Medium,Judgment,NEG
부담;이;없,POS,Low,Judgment,POS
부대;행사;도,POS,Medium,Judgment,POS
부부;간;상속,NEG,Medium,Argument,POS
부분;을;고치,NEUT,Low,Argument,POS
부분;이;구별,POS,Medium,Argument,POS
부수;는;것,COMP,Medium,Argument,POS
부위;는;치유,POS,Low,Argument,POS
부채;를;탕감,POS,Medium,Judgment,POS
부채;질;하,POS,Medium,Intention,POS
부추;기는;발언,COMP,Medium,Argument,POS
부터;나;는,NEG,Medium,Argument,POS
부터;안;쓰,POS,Medium,Judgment,POS
부터;여성;계,POS,Medium,Argument,POS
부터;줄곧;아름답,NEG,Medium,Argument,POS
부;합;하,POS,Medium,Judgment,POS
북;이;이기,NEG,Medium,Argument,POS
북한;도;인권,POS,Medium,Argument,POS
북한;에;살,NEUT,Low,Argument,POS
북한;을;지원,POS,Medium,Argument,POS
분;들;이,NEG,Medium,Argument,POS
분;이;드물,POS,Medium,Judgment,POS
분단;극복;인식,POS,Low,Argument,POS
분류;를;아예,NEG,High,Agreement,NEG
분야;욕심;내,POS,Medium,Argument,POS
분야;욕심;내고,POS,Medium,Argument,POS
분위기;를;만들,POS,Medium,Judgment,POS
분자;들;의,NEG,Medium,Judgment,NEG
불;길;하,NEG,Medium,Judgment,NEG
불러;올;듯,POS,Medium,Judgment,POS
불륜;은;불결,NEG,Medium,Judgment,NEG
불만;의;목소리,NEG,High,Emotion,NEG
불법;도;불사,NEG,High,Judgment,NEG
불법;을;방지,POS,Medium,Judgment,POS
불법;입국;자,NEG,Medium,Judgment,NEG
불순;분자;들,NEG,Medium,Judgment,NEG
불신;을;받,NEG,Medium,Judgment,NEG
불안감;때문;에,NEG,Medium,Judgment,NEG
불;우;하,POS,Medium,Argument,POS
불의;가;횡행,NEG,Medium,Judgment,NEG
불퇴전;의;자세,POS,Medium,Judgment,POS
불행;감;에서,POS,Low,Emotion,POS
붐;이;전국,POS,Medium,Judgment,POS
붓;을;들,NEG,Low,Argument,POS
비;하;아,NEG,High,Judgment,NEG
비;과학;적,NEG,Medium,Judgment,NEG
비;반복;적,NEUT,Medium,Argument,POS
비교;적;명징,POS,Low,Judgment,POS
비교;적;좋,POS,Medium,Judgment,POS
비극;의;잉태,NEG,Medium,Judgment,NEG
비극;적;이,NEUT,Medium,Emotion,NEG
비디오;가;많이,POS,Low,Judgment,POS
비디오;는;아직,NEG,Medium,Argument,POS
비디오;시장;이,NEG,Medium,Argument,POS
비밀;작법;이,POS,Medium,Argument,POS
비상;이;걸리,NEG,Medium,Judgment,NEG
비서진;에의;하,NEG,High,Judgment,NEG
비아;냥;섞이,NEG,Medium,Judgment,COMP
비아;냥;섞인,NEG,Medium,Judgment,COMP
비;전;을,NEG,High,Judgment,NEG
비;좁;은,NEG,Medium,Judgment,NEG
비;참;하,NEG,Medium,Judgment,NEUT
비판;도;많이,POS,Low,Argument,POS
비판;의;도마,NEG,Medium,Judgment,NEG
비행;기안;에서,NEUT,Low,Argument,POS
빛;없이;걷,NEG,Medium,Judgment,NEG
빛;이;존재,POS,Medium,Argument,POS
빛깔;이;다양,POS,Medium,Judgment,POS
빛;살이;들어오,NEUT,Low,Argument,POS
빠지;면;한,NEG,Medium,Argument,POS
빨;고;손,NEG,Medium,Argument,POS
빼;어;놓,POS,High,Judgment,POS
빼놓;을;수,POS,Medium,Judgment,POS
빼놓;지;말,POS,Medium,Judgment,POS
빼앗길;지;모르,NEG,Medium,Judgment,NEG
빼;어;나,POS,High,Judgment,POS
빼;어;난,POS,High,Judgment,POS
뿐;아니;라,NONE,None,Others,POS
뿐;만;아니,NONE,None,Judgment,POS
사느;라;딸,NEG,Medium,Argument,POS
사고;가;일어나,NEG,Medium,Judgment,NEG
사고;위험;많,NEUT,High,Argument,POS
사고;위험;이,NEG,Low,Judgment,NEG
사귀;고;약혼,NEG,High,Emotion,NEG
사극;이아;니,NEG,Low,Argument,POS
사람;들;사이,NEG,Medium,Argument,POS
사람;들;을,NEG,Medium,Judgment,NEG
사람;들;이,POS,Medium,Argument,POS
사람;은;많,NEG,Medium,Judgment,NEG
사람;은;없,NEG,Medium,Argument,POS
사람;을;이용,POS,Low,Argument,POS
사람;의;마음,POS,Medium,Judgment,POS
사람;이;다시,POS,Medium,Argument,POS
사람;이;알,POS,Medium,Argument,POS
사람;이;거나,NEG,Medium,Argument,POS
사람;이;라면,NEG,Medium,Argument,POS
사람;혼;을,NEG,Medium,Judgment,NEG
사랑;과;결혼,POS,Medium,Judgment,POS
사랑;은;구체,POS,Medium,Judgment,POS
사랑;은;다른,POS,High,Emotion,POS
사랑;은;알,POS,Medium,Argument,POS
사랑;은;우리,POS,Medium,Argument,POS
사랑;이;각별,POS,High,Emotion,POS
사랑;이;없,NEG,Medium,Argument,POS
사;로;잡,POS,Medium,Judgment,POS
사;로;잡아,POS,Medium,Judgment,POS
사;로;잡히,NEG,High,Emotion,NEG
사물;이제;대로,POS,Medium,Judgment,POS
사상;의;거푸집,POS,Medium,Judgment,POS
사상;최대;규모,POS,Medium,Judgment,POS
사슬;도;끊,POS,Medium,Argument,POS
사슬;을;끊,POS,Medium,Judgment,POS
사슬;을;벗,POS,Medium,Judgment,POS
사실;입니;다,POS,Medium,Argument,POS
사용;도;없,NEG,Medium,Judgment,NEG
사;용;하,NEUT,Low,Argument,POS
사원;에;비,NEG,Medium,Judgment,NEG
사이;에서;로,NEG,Medium,Argument,POS
사정;이;달라지,POS,Medium,Argument,POS
사항;입니;다,POS,Medium,Argument,POS
사회;에서;편모,NEG,Medium,Argument,POS
사회;의;안정,NEG,High,Judgment,POS
사회;적;가치,POS,Medium,Judgment,POS
사회;적;갈등,NEG,Medium,Judgment,NEG
사회;적;질병,POS,Medium,Judgment,POS
사회;적;행태,NEG,High,Judgment,NEG
삭;막;하,POS,Medium,Judgment,POS
산;매;가격,POS,Medium,Judgment,POS
살;과;지방,NEG,Medium,Judgment,NEG
살;을;빼,POS,Medium,Judgment,POS
살;고;있,NEUT,Low,Argument,POS
살;아;넘치,POS,High,Judgment,POS
살;아;있,POS,Medium,Judgment,POS
살;아야;하,NEG,Medium,Argument,POS
살;았;던,NEG,Low,Judgment,NEG
살길;을;열,POS,Medium,Argument,POS
삶;을;보장,POS,Medium,Judgment,POS
삶;을;살,POS,Medium,Judgment,POS
삶;을;찾,POS,High,Judgment,POS
삶;의;비밀,POS,Medium,Argument,POS
삶;의;영역,NEG,Medium,Judgment,NEG
삶;의;주체,POS,Medium,Judgment,POS
삶;이;시집,POS,Medium,Judgment,POS
삶;이;텍스트,POS,Medium,Argument,POS
삼박자;가;꽤,POS,High,Judgment,POS
상;을;받,POS,Medium,Judgment,POS
상;을;석권,POS,High,Judgment,POS
상;을;타,POS,Medium,Judgment,POS
상;처음;있,POS,Medium,Judgment,POS
상담;이;일반,POS,Medium,Argument,POS
상대;가;없,NEG,Medium,Judgment,NEG
상대;적;으로,NEG,Low,Emotion,NEUT
상상;의;세계,POS,Medium,Judgment,POS
상상;의;집,NEG,Medium,Argument,POS
상상력;을;자극,POS,Medium,Judgment,POS
상;세;하,POS,Medium,Judgment,POS
상식;적;이,POS,Medium,Judgment,POS
상실;하거;나,NEG,Medium,Judgment,NEG
상의;도;자주,POS,Low,Argument,POS
상태;에;머무르,NEG,High,Judgment,NEG
상품;미학;이,NEG,Medium,Judgment,NEG
새;생명;을,POS,Medium,Judgment,POS
새;가;없,POS,Medium,Judgment,POS
새도;록;얘기,POS,High,Emotion,POS
새로;이;하,POS,Medium,Judgment,POS
새롭;게다;지,POS,Low,Judgment,POS
새롭;게;되살리,POS,Medium,Judgment,POS
새롭;게;발흥,POS,Medium,Judgment,POS
새롭;게;시작,POS,Medium,Argument,POS
새롭;게;조명,POS,Low,Judgment,POS
새롭;은;삶,POS,Medium,Judgment,POS
새롭;은;여성,NEG,Medium,Argument,POS
새;바람;이,POS,Medium,Judgment,POS
새;바람;이불,POS,Medium,Judgment,POS
새색시;처럼;수줍,POS,Medium,Judgment,POS
색;을;되살리,POS,Medium,Judgment,POS
색깔;로;바꾸,POS,Medium,Judgment,POS
생;들;에게,NEG,Medium,Argument,POS
생각;도;들,NEG,Low,Judgment,NEG
생각;으로;떠나,NEUT,Low,Argument,POS
생각;은별;로,NEG,Medium,Argument,POS
생각;을;말,POS,Medium,Argument,POS
생각;을;해보,NONE,None,Others,POS
생각;이;깔리,NEUT,Medium,Argument,POS
생각;입니;다,POS,Medium,Argument,POS
생;각하;았,NEG,Low,Argument,POS
생기;고;있,NEG,Medium,Argument,POS
생동;속;에,POS,Medium,Judgment,POS
생명;에;대하,POS,Medium,Judgment,POS
생명;을;되찾,POS,High,Judgment,POS
생명;을;찾,POS,Medium,Judgment,POS
생물;해;적질,NEG,Medium,Argument,POS
생산;유적;이,POS,Medium,Judgment,POS
생선;을;떼,NEUT,Medium,Argument,POS
생필품;을;공급,POS,Low,Judgment,POS
생활;비디오;등,NEG,Medium,Argument,POS
